"PUBLICATION","SCENARIO","CATEGORY","PRODUCT","FLOW","UNIT","REGION","YEAR","VALUE"
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total","Industry","EJ","World",2050,159.267
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Electricity","Industry","EJ","World",2010,26.818
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Electricity","Industry","EJ","World",2021,36.943
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Electricity","Industry","EJ","World",2022,37.819
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Electricity","Industry","EJ","World",2030,43.655
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Electricity","Industry","EJ","World",2035,46.828
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Electricity","Industry","EJ","World",2040,50.235
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Electricity","Industry","EJ","World",2050,56.368
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Electricity","Industry","EJ","World",2022,37.819
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Electricity","Industry","EJ","World",2030,46.977
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Electricity","Industry","EJ","World",2035,53.072
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Electricity","Industry","EJ","World",2040,59.559
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Electricity","Industry","EJ","World",2050,70.863
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Electricity","Industry","EJ","World",2022,37.819
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Electricity","Industry","EJ","World",2030,52.379
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Electricity","Industry","EJ","World",2035,62.266
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Electricity","Industry","EJ","World",2040,69.954
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Electricity","Industry","EJ","World",2050,78.662
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total liquids","Industry","EJ","World",2010,28.86
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total liquids","Industry","EJ","World",2021,33.058
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total liquids","Industry","EJ","World",2022,32.355
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total liquids","Industry","EJ","World",2030,39.145
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total liquids","Industry","EJ","World",2035,41.033
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total liquids","Industry","EJ","World",2040,42.351
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total liquids","Industry","EJ","World",2050,43.171
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total liquids","Industry","EJ","World",2022,32.355
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total liquids","Industry","EJ","World",2030,36.278
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total liquids","Industry","EJ","World",2035,35.721
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total liquids","Industry","EJ","World",2040,34.469
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total liquids","Industry","EJ","World",2050,30.818
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total liquids","Industry","EJ","World",2022,32.355
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total liquids","Industry","EJ","World",2030,34.077
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total liquids","Industry","EJ","World",2035,31.845
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total liquids","Industry","EJ","World",2040,29.405
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total liquids","Industry","EJ","World",2050,24.32
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Industry","EJ","World",2010,28.812
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Industry","EJ","World",2021,32.972
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Industry","EJ","World",2022,32.269
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Industry","EJ","World",2030,39.002
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Industry","EJ","World",2035,40.782
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Industry","EJ","World",2040,42.017
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Oil","Industry","EJ","World",2050,42.712
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Industry","EJ","World",2022,32.269
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Industry","EJ","World",2030,35.844
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Industry","EJ","World",2035,34.917
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Industry","EJ","World",2040,33.423
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Oil","Industry","EJ","World",2050,29.522
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Oil","Industry","EJ","World",2022,32.269
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Oil","Industry","EJ","World",2030,33.573
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Oil","Industry","EJ","World",2035,30.901
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Oil","Industry","EJ","World",2040,28.191
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Oil","Industry","EJ","World",2050,22.934
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total gases","Industry","EJ","World",2010,23.979
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total gases","Industry","EJ","World",2021,31.036
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total gases","Industry","EJ","World",2022,30.041
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total gases","Industry","EJ","World",2030,34.067
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total gases","Industry","EJ","World",2035,36.095
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total gases","Industry","EJ","World",2040,37.683
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total gases","Industry","EJ","World",2050,39.323
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total gases","Industry","EJ","World",2022,30.041
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total gases","Industry","EJ","World",2030,31.064
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total gases","Industry","EJ","World",2035,31.186
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total gases","Industry","EJ","World",2040,30.513
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total gases","Industry","EJ","World",2050,28.373
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total gases","Industry","EJ","World",2022,30.041
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total gases","Industry","EJ","World",2030,29.879
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total gases","Industry","EJ","World",2035,27.841
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total gases","Industry","EJ","World",2040,25.4
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total gases","Industry","EJ","World",2050,20.593
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Biomethane","Industry","EJ","World",2010,0.003
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Biomethane","Industry","EJ","World",2021,0.077
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Biomethane","Industry","EJ","World",2022,0.082
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Biomethane","Industry","EJ","World",2030,0.273
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Biomethane","Industry","EJ","World",2035,0.499
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Biomethane","Industry","EJ","World",2040,0.852
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Biomethane","Industry","EJ","World",2050,2.166
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Biomethane","Industry","EJ","World",2022,0.082
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Biomethane","Industry","EJ","World",2030,0.635
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Biomethane","Industry","EJ","World",2035,1.065
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Biomethane","Industry","EJ","World",2040,1.557
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Biomethane","Industry","EJ","World",2050,2.841
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Biomethane","Industry","EJ","World",2022,0.082
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Biomethane","Industry","EJ","World",2030,1.431
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Biomethane","Industry","EJ","World",2035,2.204
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Biomethane","Industry","EJ","World",2040,2.936
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Biomethane","Industry","EJ","World",2050,4.199
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Hydrogen","Industry","EJ","World",2010,0
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Hydrogen","Industry","EJ","World",2021,0.001
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Hydrogen","Industry","EJ","World",2022,0.001
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Hydrogen","Industry","EJ","World",2030,0.045
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Hydrogen","Industry","EJ","World",2035,0.084
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Hydrogen","Industry","EJ","World",2040,0.117
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Hydrogen","Industry","EJ","World",2050,0.182
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Hydrogen","Industry","EJ","World",2022,0.001
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Hydrogen","Industry","EJ","World",2030,0.212
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Hydrogen","Industry","EJ","World",2035,0.987
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Hydrogen","Industry","EJ","World",2040,1.728
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Hydrogen","Industry","EJ","World",2050,2.693
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Hydrogen","Industry","EJ","World",2022,0.001
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Hydrogen","Industry","EJ","World",2030,0.996
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Hydrogen","Industry","EJ","World",2035,2.26
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Hydrogen","Industry","EJ","World",2040,3.51
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Hydrogen","Industry","EJ","World",2050,5.044
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2010,23.976
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2021,30.916
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2022,29.916
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2030,33.65
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2035,35.3
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2040,36.351
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2050,36.553
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2022,29.916
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2030,29.986
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2035,28.386
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2040,25.754
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2050,20.008
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2022,29.916
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2030,26.566
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2035,21.279
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2040,15.765
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Natural gas: unabated","Industry","EJ","World",2050,6.448
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2010,0
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2021,0.043
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2022,0.043
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2030,0.1
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2035,0.212
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2040,0.364
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2050,0.423
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2022,0.043
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2030,0.231
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2035,0.749
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2040,1.474
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2050,2.831
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2022,0.043
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2030,0.885
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2035,2.098
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2040,3.189
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Natural gas: with CCUS","Industry","EJ","World",2050,4.903
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total solid fuels","Industry","EJ","World",2010,58.075
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total solid fuels","Industry","EJ","World",2021,58.378
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total solid fuels","Industry","EJ","World",2022,59.04
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total solid fuels","Industry","EJ","World",2030,61.973
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total solid fuels","Industry","EJ","World",2035,62.08
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total solid fuels","Industry","EJ","World",2040,61.969
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total solid fuels","Industry","EJ","World",2050,60.218
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total solid fuels","Industry","EJ","World",2022,59.04
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total solid fuels","Industry","EJ","World",2030,57.44
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total solid fuels","Industry","EJ","World",2035,52.48
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total solid fuels","Industry","EJ","World",2040,47.414
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total solid fuels","Industry","EJ","World",2050,38.674
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total solid fuels","Industry","EJ","World",2022,59.04
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total solid fuels","Industry","EJ","World",2030,52.228
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total solid fuels","Industry","EJ","World",2035,44.855
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total solid fuels","Industry","EJ","World",2040,38.042
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total solid fuels","Industry","EJ","World",2050,29.019
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2010,8.206
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2021,10.331
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2022,11.101
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2030,13.209
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2035,14.368
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2040,15.356
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2050,16.754
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2022,11.101
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2030,14.198
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2035,15.829
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2040,17.216
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2050,19.387
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2022,11.101
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2030,15.463
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2035,17.713
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2040,19.528
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Modern bioenergy: solid","Industry","EJ","World",2050,21.955
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: unabated","Industry","EJ","World",2010,49.483
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: unabated","Industry","EJ","World",2021,47.286
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: unabated","Industry","EJ","World",2022,47.283
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: unabated","Industry","EJ","World",2030,48.108
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: unabated","Industry","EJ","World",2035,47.051
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: unabated","Industry","EJ","World",2040,45.946
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: unabated","Industry","EJ","World",2050,42.805
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: unabated","Industry","EJ","World",2022,47.283
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: unabated","Industry","EJ","World",2030,42.601
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: unabated","Industry","EJ","World",2035,35.171
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: unabated","Industry","EJ","World",2040,27.755
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: unabated","Industry","EJ","World",2050,15.421
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: unabated","Industry","EJ","World",2022,47.283
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: unabated","Industry","EJ","World",2030,35.567
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: unabated","Industry","EJ","World",2035,24.386
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: unabated","Industry","EJ","World",2040,14.593
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: unabated","Industry","EJ","World",2050,2.193
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2010,0
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2021,0.002
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2022,0.01
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2030,0.021
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2035,0.035
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2040,0.05
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2050,0.07
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2022,0.01
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2030,0.113
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2035,1.01
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2040,2.023
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2050,3.532
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2022,0.01
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2030,0.738
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2035,2.383
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2040,3.622
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Coal: with CCUS","Industry","EJ","World",2050,4.667
"World Energy Outlook 2023","Stated Policies Scenario","Energy","District heat","Industry","EJ","World",2010,5.257
"World Energy Outlook 2023","Stated Policies Scenario","Energy","District heat","Industry","EJ","World",2021,7.256
"World Energy Outlook 2023","Stated Policies Scenario","Energy","District heat","Industry","EJ","World",2022,7.252
"World Energy Outlook 2023","Stated Policies Scenario","Energy","District heat","Industry","EJ","World",2030,7.88
"World Energy Outlook 2023","Stated Policies Scenario","Energy","District heat","Industry","EJ","World",2035,8.052
"World Energy Outlook 2023","Stated Policies Scenario","Energy","District heat","Industry","EJ","World",2040,8.096
"World Energy Outlook 2023","Stated Policies Scenario","Energy","District heat","Industry","EJ","World",2050,7.861
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","District heat","Industry","EJ","World",2022,7.252
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","District heat","Industry","EJ","World",2030,6.818
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","District heat","Industry","EJ","World",2035,6.202
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","District heat","Industry","EJ","World",2040,5.496
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","District heat","Industry","EJ","World",2050,3.887
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","District heat","Industry","EJ","World",2022,7.252
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","District heat","Industry","EJ","World",2030,5.28
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","District heat","Industry","EJ","World",2035,4.168
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","District heat","Industry","EJ","World",2040,3.074
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","District heat","Industry","EJ","World",2050,1.261
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Chemicals","EJ","World",2010,37.643
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Chemicals","EJ","World",2021,48.091
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Chemicals","EJ","World",2022,48.02
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Chemicals","EJ","World",2030,56.99
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Chemicals","EJ","World",2035,59.932
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Chemicals","EJ","World",2040,61.946
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Chemicals","EJ","World",2050,63.494
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Chemicals","EJ","World",2022,48.02
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Chemicals","EJ","World",2030,54.643
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Chemicals","EJ","World",2035,55.92
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Chemicals","EJ","World",2040,56.147
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Chemicals","EJ","World",2050,55.199
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total","Chemicals","EJ","World",2022,48.02
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total","Chemicals","EJ","World",2030,54.499
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total","Chemicals","EJ","World",2035,55.322
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total","Chemicals","EJ","World",2040,54.659
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total","Chemicals","EJ","World",2050,51.207
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Iron and steel","EJ","World",2010,30.816
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Iron and steel","EJ","World",2021,36.525
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Iron and steel","EJ","World",2022,35.18
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Iron and steel","EJ","World",2030,36.467
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Iron and steel","EJ","World",2035,36.62
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Iron and steel","EJ","World",2040,36.742
"World Energy Outlook 2023","Stated Policies Scenario","Energy","Total","Iron and steel","EJ","World",2050,36.564
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Iron and steel","EJ","World",2022,35.18
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Iron and steel","EJ","World",2030,35.146
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Iron and steel","EJ","World",2035,33.829
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Iron and steel","EJ","World",2040,32.527
"World Energy Outlook 2023","Announced Pledges Scenario","Energy","Total","Iron and steel","EJ","World",2050,30.516
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total","Iron and steel","EJ","World",2022,35.18
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total","Iron and steel","EJ","World",2030,33.625
"World Energy Outlook 2023","Net Zero Emissions by 2050 Scenario","Energy","Total","Iron and steel","EJ","World",2035,31.983
